subspecies;island;site_name;subject_group;image_name;subject_id;workflow_id;task;reducer;data.aggregation_version;blurry;presence_no;presence_yes;presence_absence_exp
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_265.jpg;47969740;14370;T0;question_reducer;4.0.0;3;17;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_266.jpg;47969743;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_267.jpg;47969746;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_268.jpg;47969751;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_269.jpg;47969756;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_270.jpg;47969760;14370;T0;question_reducer;4.0.0;1;19;0;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_271.jpg;47969763;14370;T0;question_reducer;4.0.0;0;14;6;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_272.jpg;47969766;14370;T0;question_reducer;4.0.0;4;15;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_274.jpg;47969769;14370;T0;question_reducer;4.0.0;3;14;3;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_275.jpg;47969772;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_276.jpg;47969775;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_277.jpg;47969779;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_278.jpg;47969782;14370;T0;question_reducer;4.0.0;1;13;6;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_279.jpg;47969785;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_280.jpg;47969789;14370;T0;question_reducer;4.0.0;0;11;9;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_281.jpg;47969792;14370;T0;question_reducer;4.0.0;5;15;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_282.jpg;47969795;14370;T0;question_reducer;4.0.0;1;14;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_283.jpg;47969798;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_284.jpg;47969801;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_285.jpg;47969804;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_286.jpg;47969806;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_287.jpg;47969809;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_288.jpg;47969812;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_289.jpg;47969815;14370;T0;question_reducer;4.0.0;3;15;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_290.jpg;47969819;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_291.jpg;47969821;14370;T0;question_reducer;4.0.0;3;16;1;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_292.jpg;47969825;14370;T0;question_reducer;4.0.0;2;6;12;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_293.jpg;47969828;14370;T0;question_reducer;4.0.0;3;3;14;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_294.jpg;47969831;14370;T0;question_reducer;4.0.0;3;14;3;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_297.jpg;47969836;14370;T0;question_reducer;4.0.0;4;13;3;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_298.jpg;47969838;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_299.jpg;47969841;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_300.jpg;47969845;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_301.jpg;47969849;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_302.jpg;47969853;14370;T0;question_reducer;4.0.0;1;0;19;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_303.jpg;47969856;14370;T0;question_reducer;4.0.0;3;13;4;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_304.jpg;47969858;14370;T0;question_reducer;4.0.0;2;15;3;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_305.jpg;47969862;14370;T0;question_reducer;4.0.0;0;3;17;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_306.jpg;47969865;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_307.jpg;47969868;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_308.jpg;47969871;14370;T0;question_reducer;4.0.0;1;7;13;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_309.jpg;47969875;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_310.jpg;47969878;14370;T0;question_reducer;4.0.0;1;17;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_311.jpg;47969882;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_312.jpg;47969885;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_313.jpg;47969888;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_314.jpg;47969892;14370;T0;question_reducer;4.0.0;1;15;4;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_315.jpg;47969895;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_316.jpg;47969897;14370;T0;question_reducer;4.0.0;2;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_320.jpg;47969901;14370;T0;question_reducer;4.0.0;3;4;13;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_321.jpg;47969904;14370;T0;question_reducer;4.0.0;0;15;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_322.jpg;47969909;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_323.jpg;47969912;14370;T0;question_reducer;4.0.0;2;13;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_324.jpg;47969915;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_325.jpg;47969918;14370;T0;question_reducer;4.0.0;1;1;18;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_326.jpg;47969922;14370;T0;question_reducer;4.0.0;2;14;4;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_327.jpg;47969925;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_328.jpg;47969928;14370;T0;question_reducer;4.0.0;2;5;13;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_329.jpg;47969930;14370;T0;question_reducer;4.0.0;1;2;17;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_330.jpg;47969937;14370;T0;question_reducer;4.0.0;2;18;0;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_331.jpg;47969939;14370;T0;question_reducer;4.0.0;1;14;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_332.jpg;47969941;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_333.jpg;47969945;14370;T0;question_reducer;4.0.0;2;1;17;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_336.jpg;47969948;14370;T0;question_reducer;4.0.0;7;13;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_344.jpg;47969952;14370;T0;question_reducer;4.0.0;3;8;9;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_345.jpg;47969954;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_346.jpg;47969960;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_347.jpg;47969965;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_348.jpg;47969969;14370;T0;question_reducer;4.0.0;0;3;17;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_349.jpg;47969972;14370;T0;question_reducer;4.0.0;3;5;12;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_350.jpg;47969975;14370;T0;question_reducer;4.0.0;1;13;6;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_351.jpg;47969978;14370;T0;question_reducer;4.0.0;0;21;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_367.jpg;47969981;14370;T0;question_reducer;4.0.0;0;6;14;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_368.jpg;47969984;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_369.jpg;47969987;14370;T0;question_reducer;4.0.0;4;16;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_370.jpg;47969990;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_371.jpg;47969992;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-2_372.jpg;47969996;14370;T0;question_reducer;4.0.0;2;17;1;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_105.jpg;47970012;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_106.jpg;47970015;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_107.jpg;47970018;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_108.jpg;47970021;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_109.jpg;47970024;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_110.jpg;47970026;14370;T0;question_reducer;4.0.0;6;13;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_111.jpg;47970029;14370;T0;question_reducer;4.0.0;2;9;9;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_112.jpg;47970033;14370;T0;question_reducer;4.0.0;4;15;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_113.jpg;47970036;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_114.jpg;47970039;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_115.jpg;47970042;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_116.jpg;47970045;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_117.jpg;47970048;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_118.jpg;47970051;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_120.jpg;47970053;14370;T0;question_reducer;4.0.0;2;16;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_121.jpg;47970058;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_122.jpg;47970060;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_123.jpg;47970063;14370;T0;question_reducer;4.0.0;4;11;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_124.jpg;47970067;14370;T0;question_reducer;4.0.0;2;6;12;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_125.jpg;47970071;14370;T0;question_reducer;4.0.0;2;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_126.jpg;47970074;14370;T0;question_reducer;4.0.0;4;16;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_127.jpg;47970077;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_131.jpg;47970083;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_132.jpg;47970090;14370;T0;question_reducer;4.0.0;1;9;10;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_133.jpg;47970092;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_134.jpg;47970096;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_135.jpg;47970099;14370;T0;question_reducer;4.0.0;4;16;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_136.jpg;47970102;14370;T0;question_reducer;4.0.0;3;11;6;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_137.jpg;47970105;14370;T0;question_reducer;4.0.0;2;4;15;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_138.jpg;47970108;14370;T0;question_reducer;4.0.0;2;18;0;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_139.jpg;47970111;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_140.jpg;47970114;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_141.jpg;47970116;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_142.jpg;47970119;14370;T0;question_reducer;4.0.0;0;18;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_143.jpg;47970122;14370;T0;question_reducer;4.0.0;3;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_144.jpg;47970126;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_146.jpg;47970129;14370;T0;question_reducer;4.0.0;2;15;3;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_147.jpg;47970132;14370;T0;question_reducer;4.0.0;4;13;3;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_148.jpg;47970135;14370;T0;question_reducer;4.0.0;1;18;1;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_149.jpg;47970139;14370;T0;question_reducer;4.0.0;1;4;15;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_150.jpg;47970142;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_151.jpg;47970145;14370;T0;question_reducer;4.0.0;4;15;1;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_152.jpg;47970148;14370;T0;question_reducer;4.0.0;2;13;5;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_153.jpg;47970151;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_157.jpg;47970154;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_158.jpg;47970157;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_159.jpg;47970160;14370;T0;question_reducer;4.0.0;3;13;4;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_160.jpg;47970164;14370;T0;question_reducer;4.0.0;4;15;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_161.jpg;47970167;14370;T0;question_reducer;4.0.0;6;14;0;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_162.jpg;47970170;14370;T0;question_reducer;4.0.0;0;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_163.jpg;47970175;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_164.jpg;47970177;14370;T0;question_reducer;4.0.0;4;14;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_165.jpg;47970179;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_166.jpg;47970181;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_167.jpg;47970183;14370;T0;question_reducer;4.0.0;4;14;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_168.jpg;47970186;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_169.jpg;47970188;14370;T0;question_reducer;4.0.0;0;17;3;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_170.jpg;47970190;14370;T0;question_reducer;4.0.0;2;15;3;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_173.jpg;47970193;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_174.jpg;47970195;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_175.jpg;47970197;14370;T0;question_reducer;4.0.0;3;8;9;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_176.jpg;47970199;14370;T0;question_reducer;4.0.0;2;16;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_177.jpg;47970201;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_178.jpg;47970203;14370;T0;question_reducer;4.0.0;4;16;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_183.jpg;47970205;14370;T0;question_reducer;4.0.0;2;14;4;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_184.jpg;47970207;14370;T0;question_reducer;4.0.0;0;4;16;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_185.jpg;47970209;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_186.jpg;47970212;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_187.jpg;47970214;14370;T0;question_reducer;4.0.0;2;16;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_191.jpg;47970216;14370;T0;question_reducer;4.0.0;2;9;9;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_192.jpg;47970218;14370;T0;question_reducer;4.0.0;0;18;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_193.jpg;47970220;14370;T0;question_reducer;4.0.0;0;4;16;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_194.jpg;47970222;14370;T0;question_reducer;4.0.0;1;6;13;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_195.jpg;47970225;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_201.jpg;47970227;14370;T0;question_reducer;4.0.0;3;5;12;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_204.jpg;47970229;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_210.jpg;47970232;14370;T0;question_reducer;4.0.0;2;15;3;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_211.jpg;47970234;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_212.jpg;47970236;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_213.jpg;47970238;14370;T0;question_reducer;4.0.0;0;4;17;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_217.jpg;47970240;14370;T0;question_reducer;4.0.0;2;15;3;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_218.jpg;47970243;14370;T0;question_reducer;4.0.0;3;16;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_219.jpg;47970245;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_220.jpg;47970247;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_221.jpg;47970250;14370;T0;question_reducer;4.0.0;1;19;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_226.jpg;47970252;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_227.jpg;47970254;14370;T0;question_reducer;4.0.0;1;17;2;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_228.jpg;47970256;14370;T0;question_reducer;4.0.0;2;18;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_229.jpg;47970258;14370;T0;question_reducer;4.0.0;0;18;2;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_230.jpg;47970260;14370;T0;question_reducer;4.0.0;1;8;11;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_231.jpg;47970262;14370;T0;question_reducer;4.0.0;0;5;15;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_236.jpg;47970264;14370;T0;question_reducer;4.0.0;1;19;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_237.jpg;47970266;14370;T0;question_reducer;4.0.0;0;2;18;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_238.jpg;47970268;14370;T0;question_reducer;4.0.0;2;17;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_252.jpg;47970270;14370;T0;question_reducer;4.0.0;3;10;7;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_253.jpg;47970273;14370;T0;question_reducer;4.0.0;1;12;7;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_254.jpg;47970275;14370;T0;question_reducer;4.0.0;2;8;10;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_255.jpg;47970277;14370;T0;question_reducer;4.0.0;1;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_256.jpg;47970279;14370;T0;question_reducer;4.0.0;2;12;6;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_257.jpg;47970281;14370;T0;question_reducer;4.0.0;2;8;10;Y
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_27.jpg;47970283;14370;T0;question_reducer;4.0.0;3;17;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_277.jpg;47970286;14370;T0;question_reducer;4.0.0;4;16;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_278.jpg;47970288;14370;T0;question_reducer;4.0.0;2;18;1;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_279.jpg;47970290;14370;T0;question_reducer;4.0.0;0;20;0;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_28.jpg;47970293;14370;T0;question_reducer;4.0.0;3;13;4;N
A. c. trillmichi;Santa Fe;El Miedo;SFM1;SFM01-2-2-3_280.jpg;47970295;14370;T0;question_reducer;4.0.0;1;18;1;N
