subspecies;island;site_name;subject_group;image_name;subject_id;workflow_id;task;reducer;data.aggregation_version;presence_no;presence_yes;presence_absence_exp
A. c. venustissimus;Espa–ola;South Coast H;South Coast H;ESCH02-2_72.jpg;72338285;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO01_36.jpg;72338335;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO01_56.jpg;72338347;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO01_83.jpg;72338369;20600;T0;question_reducer;4.0.0;3;18;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO01_91.jpg;72338377;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-1_100.jpg;72338386;20600;T0;question_reducer;4.0.0;16;5;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO02-1_122.jpg;72338407;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-1_142.jpg;72338426;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-1_150.jpg;72338433;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-1_158.jpg;72338441;20600;T0;question_reducer;4.0.0;20;2;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO02-2_101.jpg;72338484;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-2_131.jpg;72338511;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-2_157.jpg;72338536;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO02-2_81.jpg;72338573;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO03-1_27.jpg;72338596;20600;T0;question_reducer;4.0.0;16;4;N
A. c. venustissimus;Floreana;Montura;Montura;FMO03-1_65.jpg;72338628;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO03-1_72.jpg;72338635;20600;T0;question_reducer;4.0.0;1;19;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO04-1_101.jpg;72338709;20600;T0;question_reducer;4.0.0;4;16;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO04-1_37.jpg;72338729;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-1_53.jpg;72338735;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-1_54.jpg;72338736;20600;T0;question_reducer;4.0.0;20;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-2_15.jpg;72338772;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-2_25.jpg;72338779;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-2_32.jpg;72338785;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO04-2_38.jpg;72338789;20600;T0;question_reducer;4.0.0;2;19;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO05-1_103.jpg;72338799;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO05-1_110.jpg;72338806;20600;T0;question_reducer;4.0.0;23;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO05-1_123.jpg;72338811;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Montura;Montura;FMO05-1_62.jpg;72338870;20600;T0;question_reducer;4.0.0;3;19;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO05-1_76.jpg;72338878;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO05-2_07.jpg;72338894;20600;T0;question_reducer;4.0.0;0;22;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO05-2_157.jpg;72338927;20600;T0;question_reducer;4.0.0;1;21;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO06_185.jpg;72339017;20600;T0;question_reducer;4.0.0;3;18;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO06_194.jpg;72339022;20600;T0;question_reducer;4.0.0;2;19;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO06_206.jpg;72339029;20600;T0;question_reducer;4.0.0;0;22;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO06_25.jpg;72339035;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO06_45.jpg;72339049;20600;T0;question_reducer;4.0.0;2;19;Y
A. c. venustissimus;Floreana;Montura;Montura;FMO06_48.jpg;72339052;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Montura;Montura;FMO06_76.jpg;72339066;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA01_149.jpg;72339097;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA01_47.jpg;72339123;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA01_75.jpg;72339137;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_132.jpg;72339156;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_162.jpg;72339166;20600;T0;question_reducer;4.0.0;18;2;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_185.jpg;72339172;20600;T0;question_reducer;4.0.0;20;2;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_207.jpg;72339180;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_214.jpg;72339187;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_249.jpg;72339211;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_259.jpg;72339220;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_267.jpg;72339223;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_295.jpg;72339244;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_302.jpg;72339249;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_316.jpg;72339263;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_343.jpg;72339278;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_397.jpg;72339305;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_399.jpg;72339307;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_409.jpg;72339313;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_444.jpg;72339335;20600;T0;question_reducer;4.0.0;23;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_487.jpg;72339353;20600;T0;question_reducer;4.0.0;23;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_495.jpg;72339356;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_544.jpg;72339382;20600;T0;question_reducer;4.0.0;18;4;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_550.jpg;72339388;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_554.jpg;72339390;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_578.jpg;72339410;20600;T0;question_reducer;4.0.0;11;10;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA01-1_12.jpg;72339413;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA02_584.jpg;72339416;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA03_15.jpg;72339500;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA03_54.jpg;72339561;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA01-2_18.jpg;72339565;20600;T0;question_reducer;4.0.0;4;18;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA01-2_39.jpg;72339596;20600;T0;question_reducer;4.0.0;3;19;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA01-2_67.jpg;72339620;20600;T0;question_reducer;4.0.0;20;2;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA04_115.jpg;72339636;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA04_139.jpg;72339655;20600;T0;question_reducer;4.0.0;1;21;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA02-1_105.jpg;72339661;20600;T0;question_reducer;4.0.0;3;19;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA04_151.jpg;72339662;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA02-1_171.jpg;72339737;20600;T0;question_reducer;4.0.0;6;16;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA04_67.jpg;72339744;20600;T0;question_reducer;4.0.0;6;16;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA04_74.jpg;72339756;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA02-1_62.jpg;72339801;20600;T0;question_reducer;4.0.0;7;13;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA05-1_145.jpg;72339816;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA02-1_73.jpg;72339817;20600;T0;question_reducer;4.0.0;2;19;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA05-1_180.jpg;72339837;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA02-2_67.jpg;72339900;20600;T0;question_reducer;4.0.0;10;11;Y
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA05-1_402.jpg;72339905;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_100.jpg;72339928;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA05-2_104.jpg;72339933;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_136.jpg;72339971;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_181.jpg;72340007;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;Punta Ayora;Punta Ayora;FPA05-2_79.jpg;72340082;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_235.jpg;72340083;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_44.jpg;72340151;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_49.jpg;72340152;20600;T0;question_reducer;4.0.0;22;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-1_85.jpg;72340178;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_31.jpg;72340214;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_46.jpg;72340228;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_50.jpg;72340236;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-2_132.jpg;72340245;20600;T0;question_reducer;4.0.0;22;0;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_55.jpg;72340246;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-2_144.jpg;72340255;20600;T0;question_reducer;4.0.0;15;7;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_69.jpg;72340273;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_74.jpg;72340283;20600;T0;question_reducer;4.0.0;23;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_76.jpg;72340287;20600;T0;question_reducer;4.0.0;14;7;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_91.jpg;72340311;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-1_96.jpg;72340320;20600;T0;question_reducer;4.0.0;18;3;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_16.jpg;72340334;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_18.jpg;72340338;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-2_32.jpg;72340341;20600;T0;question_reducer;4.0.0;20;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_23.jpg;72340348;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_25.jpg;72340352;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_29.jpg;72340360;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA03-2_75.jpg;72340377;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_50.jpg;72340402;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA04_110.jpg;72340414;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA04_120.jpg;72340425;20600;T0;question_reducer;4.0.0;10;12;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_72.jpg;72340444;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_79.jpg;72340458;20600;T0;question_reducer;4.0.0;18;3;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_89.jpg;72340460;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.1-2_94.jpg;72340469;20600;T0;question_reducer;4.0.0;19;2;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-1_14.jpg;72340476;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-1_19.jpg;72340485;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-1_51.jpg;72340532;20600;T0;question_reducer;4.0.0;4;17;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-1_56.jpg;72340542;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_14.jpg;72340557;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA04_227.jpg;72340561;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_18.jpg;72340564;20600;T0;question_reducer;4.0.0;16;5;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_19.jpg;72340565;20600;T0;question_reducer;4.0.0;20;3;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_30.jpg;72340589;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_33.jpg;72340594;20600;T0;question_reducer;4.0.0;11;10;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA04_272.jpg;72340605;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_41.jpg;72340609;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_43.jpg;72340613;20600;T0;question_reducer;4.0.0;7;15;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_45.jpg;72340617;20600;T0;question_reducer;4.0.0;9;12;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_47.jpg;72340621;20600;T0;question_reducer;4.0.0;13;7;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_52.jpg;72340632;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_54.jpg;72340641;20600;T0;question_reducer;4.0.0;19;2;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA04_315.jpg;72340642;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_56.jpg;72340647;20600;T0;question_reducer;4.0.0;2;19;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_58.jpg;72340652;20600;T0;question_reducer;4.0.0;15;5;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_61.jpg;72340657;20600;T0;question_reducer;4.0.0;11;10;Y
A. c. venustissimus;Floreana;South Coast E;South Coast E;FSCE-1.2-2_65.jpg;72340662;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_105.jpg;72340708;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_108.jpg;72340711;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_194.jpg;72340748;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_114.jpg;72340774;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_47.jpg;72340800;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_131.jpg;72340808;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_72.jpg;72340817;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_73.jpg;72340819;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_147.jpg;72340833;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_148.jpg;72340835;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_150.jpg;72340838;20600;T0;question_reducer;4.0.0;12;10;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-1_88.jpg;72340842;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_153.jpg;72340843;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_180.jpg;72340880;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_201.jpg;72340891;20600;T0;question_reducer;4.0.0;3;19;Y
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_121.jpg;72340901;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_122.jpg;72340903;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_232.jpg;72340918;20600;T0;question_reducer;4.0.0;1;20;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_260.jpg;72340928;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_45.jpg;72340956;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_48.jpg;72340963;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_208.jpg;72340970;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_64.jpg;72340987;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_69.jpg;72340992;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_70.jpg;72340994;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_71.jpg;72340996;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_35.jpg;72340997;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_72.jpg;72340998;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_46.jpg;72341008;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_84.jpg;72341020;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_88.jpg;72341027;20600;T0;question_reducer;4.0.0;19;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-1_90.jpg;72341031;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast A;South Coast A;FSCA05-2_65.jpg;72341036;20600;T0;question_reducer;4.0.0;21;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_172.jpg;72341069;20600;T0;question_reducer;4.0.0;20;1;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_254.jpg;72341083;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_286.jpg;72341093;20600;T0;question_reducer;4.0.0;6;15;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_344.jpg;72341106;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_396.jpg;72341112;20600;T0;question_reducer;4.0.0;5;17;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_430.jpg;72341123;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_457.jpg;72341128;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_458.jpg;72341129;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_490.jpg;72341140;20600;T0;question_reducer;4.0.0;19;2;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_511.jpg;72341155;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_522.jpg;72341166;20600;T0;question_reducer;4.0.0;5;16;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_528.jpg;72341172;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_531.jpg;72341175;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_542.jpg;72341179;20600;T0;question_reducer;4.0.0;7;14;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_559.jpg;72341196;20600;T0;question_reducer;4.0.0;7;13;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_585.jpg;72341216;20600;T0;question_reducer;4.0.0;7;15;Y
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_613.jpg;72341230;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast I;South Coast I;FSCI01-2_85.jpg;72341231;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_100.jpg;72341236;20600;T0;question_reducer;4.0.0;0;21;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_102.jpg;72341238;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_107.jpg;72341243;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_140.jpg;72341273;20600;T0;question_reducer;4.0.0;9;12;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_205.jpg;72341302;20600;T0;question_reducer;4.0.0;0;19;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_206.jpg;72341303;20600;T0;question_reducer;4.0.0;9;14;Y
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_230.jpg;72341308;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_53.jpg;72341328;20600;T0;question_reducer;4.0.0;21;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_76.jpg;72341347;20600;T0;question_reducer;4.0.0;22;0;N
A. c. venustissimus;Floreana;South Coast J;South Coast J;FSCJ01_87.jpg;72341358;20600;T0;question_reducer;4.0.0;21;0;N
